Title,URL
"Sports and Youth Affairs Department, Goa",https://www.goa.gov.in/department/sports-and-youth-affairs
"Women and Child Development Department, Goa",https://dwcd.goa.gov.in
"Vigilance Department, Goa",https://www.vigilance.goa.gov.in
"General Administration Department (GAD), Goa",https://www.goa.gov.in/department/general-administrative-department
"Electricity (Power) Department, Goa",https://www.goaelectricity.gov.in
"Labour and Employment Department, Goa",https://www.goa.gov.in/department/labour-secretariat
"Kendriya Vidyalaya IFFCO Phulpur, Varanasi",https://iffcophulpur.kvs.ac.in
"Gazetteer Department, Goa",https://www.goa.gov.in/department/goa-gazetteer
"Factories and Boilers Department, Goa",https://www.goa.gov.in/department/inspectorate-of-factories-boilers
"Public Health Department, Goa",https://www.goa.gov.in/department/public-health
"Public Grievances Department, Goa",https://dpg.goa.gov.in
"Public Works Department, Goa",https://pwd.goa.gov.in
"Housing Department, Goa",https://www.goa.gov.in/department/housing-secretariat
"Revenue Department, Goa",https://www.goa.gov.in/department/revenue
"Home Department, Goa",https://www.goa.gov.in/department/home-secretariat
"Elementary Education Department, Haryana",https://harprathmik.gov.in
"Higher Education Department, Haryana",https://highereduhry.ac.in
"Sports and Youth Affairs Department, Haryana",https://haryanasports.gov.in
"Enviornment Department, Haryana",https://harenvironment.gov.in
"Renewable Energy Department, Haryana",https://hareda.gov.in
"Transport Department, Haryana",https://hartrans.gov.in
"Electronics and Information Technology Department, Haryana",https://haryanait.gov.in
"Archives Department, Haryana",https://haryanaarchives.gov.in
"Labour Department, Haryana",https://hrylabour.gov.in
"Irrigation Department, Haryana",https://hid.gov.in
"Health Department, Haryana",https://haryanahealth.gov.in
"Revenue and Disaster Management Department, Haryana",https://revenueharyana.gov.in
"Rural Development Department, Haryana",https://haryanarural.gov.in
"Forests Department, Haryana",https://haryanaforest.gov.in
"Revenue Department, Gujarat",https://revenuedepartment.gujarat.gov.in
"Kendriya Vidyalaya No.2, FCI, Gorakhpur",https://no2gorakhpur.kvs.ac.in
"Printing and Stationery Department, Punjab",https://punjab.gov.in/government/departments/department-of-printing-and-stationery
"Sports, Youth and Cultural Activities Department, Gujarat",https://sycd.gujarat.gov.in
"Anti Corruption Bureau, Haryana",https://acb.haryana.gov.in
"Animal Husbandry Department, Madhya Pradesh",https://mpdah.gov.in
"Archives & Archaeology Department, Goa",https://www.goa.gov.in/department/department-of-archaeology
"Social Welfare Department, Goa",https://swportal.goa.gov.in
"Employment Department, Haryana",https://www.hreyahs.gov.in
"Art and Cultural Affairs Department, Haryana",https://artandculturalaffairshry.gov.in
"Economic and Statistical Analysis Department, Haryana",https://esaharyana.gov.in
"Home Affairs and Justice Department, Punjab",https://punjab.gov.in/government/departments/department-of-home-affairs-and-justice
"General Administration Department, Punjab",https://punjab.gov.in/government/departments/department-of-general-administration
"Food, Civil Supplies and Consumer Affairs Department, Himachal Pradesh",https://food.hp.nic.in
"Forests and Environment Department, Gujarat",https://forests.gujarat.gov.in
"Town and Country Planning Department, Goa",https://tcp.goa.gov.in
"Tourism Department, Madhya Pradesh",https://tourism.mp.gov.in
"Technical Education Department, Himachal Pradesh",https://techedu.hp.gov.in
"Language, Art and Culture Department, Himachal Pradesh",https://lac.hp.gov.in
"Town and Country Planning Department, Himachal Pradesh",https://tcp.hp.gov.in
"Agriculture Department, Himachal Pradesh",https://agriculture.hp.gov.in
"Narmada Valley Development Department, Madhya Pradesh",https://nvdawms.mp.gov.in
"Planning, Economics and Statistics Department, Madhya Pradesh",https://des.mp.gov.in
"Co-operative Department, Himachal Pradesh",https://coophp.nic.in
"Technical Education and Man Power Planning Department, Madhya Pradesh",https://mptesde.mp.gov.in
"Agriculture Department, Haryana",https://agriharyana.gov.in
"Technical Education Department, Haryana",https://www.techeduhry.gov.in
"Captain of Ports Department, Goa",https://www.ports.goa.gov.in/en
"Industry and Commerce Department, Haryana",https://haryanaindustries.gov.in
"Town and Country Planning and Urban Estates Department, Haryana",https://tcpharyana.gov.in
"Food, Civil Supplies and Consumer Affairs Department, Haryana",https://haryanafood.gov.in
"Excise and Taxation Department, Haryana",https://haryanatax.gov.in
"Development and Panchayats Department, Haryana",https://harpanchayats.gov.in
"Public Works Department (Building and Roads) and Architecture Department, Haryana",https://haryanapwd.gov.in
"Tourism Department, Haryana",https://haryanatourism.gov.in
"Energy and Petro Chemicals Department, Gujarat",https://guj-epd.gujarat.gov.in
"Food, Civil Supplies and Consumer Affairs Department, Gujarat",https://fcsca.gujarat.gov.in
"River Navigation Department (RND), Goa",https://www.goa.gov.in/department/river-navigation
"Labour and Employment Department, Gujarat",https://labour.gujarat.gov.in
"Legal Department, Gujarat",https://legal.gujarat.gov.in
"Co-operation Department, Goa",https://www.coopgoa.gov.in
"Forest Department, Goa",https://forest.goa.gov.in
"Law, Juduciary and Legislative Affairs, Goa",https://www.goa.gov.in/department/law-legal-affairs-secretariat
"Urban Development Department, Goa",https://www.goa.gov.in/department/department-of-urban-development
"Printing and Stationery Department, Goa",https://goaprintingpress.gov.in
"Personnel Department, Goa",https://www.goa.gov.in/department/personnel
"Tourism Department, Goa",https://goatourism.gov.in
"Health Services Department, Goa",https://www.goa.gov.in/department/health-services
"Civil Aviation Department, Goa",https://dca.goa.gov.in
"Finance Department, Haryana",https://finhry.gov.in
"Administrative Reforms Department (ARD), Goa",https://www.goa.gov.in/department/administrative-reforms-department
"Farmer Welfare and Agriculture Development Department, Madhya Pradesh",https://mpkrishi.mp.gov.in
"Planning Department, Punjab",https://pbplanning.punjab.gov.in
"Legal and Legislative Affairs Department, Punjab",https://punjab.gov.in/government/departments/department-of-legal-and-legislative-affairs
"Parliamentary Affairs Department, Punjab",https://punjab.gov.in/government/departments/department-of-parliamentary-affairs
"Local Government Department, Punjab",https://lgpunjab.gov.in
"Personnel Department, Punjab",https://punjab.gov.in/government/departments/department-of-personnel
"Information and Publicity Department, Goa",https://dip.goa.gov.in
"Legal Metrology Department, Goa",https://clm.goa.gov.in
"Water Resources Department, Goa",https://goawrd.gov.in
"Agriculture Department, Goa",https://www.agri.goa.gov.in
"Mineral Concessionaires Registration System, Indian Bureau of Mines",https://ibmreg.nic.in
"Integrated Power Development Scheme (IPDS), Ministry of Power",https://www.ipds.gov.in
North Central Railway,https://ncr.indianrailways.gov.in
South Western Railway,https://swr.indianrailways.gov.in
"Railway Recruitment Board (RRB), Guwahati",https://rrbguwahati.gov.in
"ICAR - National Institute Of Veterinary Epidemiology And Disease Informatics, Bangalore,",https://www.nivedi.res.in
"ICAR - Indian Institute of Farming Systems Research (IIFSR), Meerut",https://iifsr.icar.gov.in
Indian Veterinary Research Institute (IVRI),https://ivri.nic.in
"Directorate of Onion and Garlic Research, Pune, Maharashtra",https://dogr.icar.gov.in
"ICAR-ATARI Zone IX, Jabalpur, Madhya Pradesh",https://atarijabalpur.icar.gov.in
"Controller Of Defence Accounts, Guwahati",https://cdaguwahati.gov.in
"Controller of Defence Accounts (PCDA) , Bangalore",https://www.cdarndblr.gov.in
"Principal Controller of Defence Accounts, New Delhi",https://pcdanewdelhi.gov.in
"Army Public School, Trivandrum, Kerala",https://www.armyschooltrivandrum.in
Join Indian Army,https://joinindianarmy.nic.in
"National Eligibility-cum-Entrance Test, NEET",https://neet.nta.nic.in
"Graduate Aptitude Test in Engineering (GATE), Indian Institute of Technology, Guwahati",https://gate.iitkgp.ac.in
Darjeeling Himalayan Railway,https://dhr.indianrailways.gov.in
"Controller of Communication Accounts (CCA), Uttarakhand",https://cgca.gov.in/ccauk
Bhuvan - Gateway of Indian Earth Observation,https://bhuvan.nrsc.gov.in
"Homi Bhabha Centre for Science Education, Tata Institute of Fundamental Research",https://www.hbcse.tifr.res.in
"Srinagar Frontier, Border Security Force (BSF)",https://bsf.gov.in/@frontierkashmir
Reference Media of Public Records available - National Archives of India,https://nationalarchives.nic.in
National Resource Centre for Value Education,
Indian Software Product Registry (ISPR),
"Railway Recruitment Board (RRB), Siliguri",https://www.rrbsiliguri.gov.in
"Meteorological Centre, Hyderabad",https://imdhyderabad.gov.in
"Meteorological Centre, Shimla",https://mausam.imd.gov.in/shimla
"Meteorological Centre, Goa",https://mausam.imd.gov.in/goa
"Meteorological Center, Pune",https://imdpune.gov.in
Indian Naval Hydrographic Department (INHD),https://hydrobharat.gov.in
Central Institute of Fisheries Nautical and Engineering Training,https://cifnet.gov.in
Seamens Provident Fund Organisation,https://spfo.gov.in
Directorate General of Lighthouses and Lightships,https://www.dgll.nic.in
Shyama Prasad Mukherjee Port,https://smportkolkata.shipping.gov.in
Indian Ports Association,https://ipa.nic.in
Sagarmala - Plan for the comprehensive development of India coastline and maritime sector,https://sagarmala.gov.in
Indian Maritime University,https://www.imu.edu.in
Integrated Defence Staff (IDS),https://ids.nic.in
"NIT Online Counseling, Centralized Counseling for M.Tech and M.plan",https://ccmt.admissions.nic.in
Goods and Services Tax Council (GST),https://gstcouncil.gov.in
"Information Management System, Department of Official Language, Ministry of Home Affairs",https://rajbhashaqpr.gov.in
"Regional Resource Centre for North Eastern States, Guwahati, Assam",https://rrcnes.gov.in
INDIA CODE - Text Base of all the Central Legislations,https://www.indiacode.nic.in
Bank of India,https://bankofindia.co.in
Canara Bank,https://canarabank.com
"National e-Governance Service Delivery Assessment (NeSDA), DARPG",https://nesda.centralindia.cloudapp.azure.com
"National Green Tribunal (NGT), New Delhi",https://www.greentribunal.gov.in
Pradhan Mantri Awas Yojana (Urban) - MIS Portal,https://pmaymis.gov.in
"Karnataka Postal Circle, Department of Posts",https://www.karnatakapost.gov.in
Appellate Tribunal for Forfeited Property (ATFP),https://atfp.gov.in
e-PDS Portal of India,https://epds.nic.in
Agricultural Meteorology Division,https://www.imdagrimet.gov.in
Chief Administrative Officer (CAOMOD),https://caomod.gov.in
West Central Railway,https://wcr.indianrailways.gov.in
Localisation in e - Governance,https://www.localisation.gov.in
South Central Railway,https://scr.indianrailways.gov.in
East Central Railway,https://ecr.indianrailways.gov.in
Central Railways,https://cr.indianrailways.gov.in
South East Central Railway,https://secr.indianrailways.gov.in
"National Rail Museum, New Delhi",https://www.nrmindia.org
Central Organisation for Railway Electrification (CORE),https://core.indianrailways.gov.in
Indian Railways Institute of Electrical Engineering (IRIEEN),https://irieen.indianrailways.gov.in
Chittaranjan Locomotive Works (CLW),https://clw.indianrailways.gov.in
Indian Railways Institute of Civil Engineering (IRICEN),https://www.iricen.gov.in
Western Railway,https://wr.indianrailways.gov.in
South Eastern Railway,https://ser.indianrailways.gov.in
"National Academy of Indian Railways, Vadodara, Gujarat",https://nair.indianrailways.gov.in
"Indian Railways Institute of Mechanical and Electrical Engineering (IRIMEE), Jamalpur",https://irimee.indianrailways.gov.in
"Indian Railways Institute of Transport Management (IRITM), Lucknow",https://iritm.indianrailways.gov.in
"Rail Coach Factory, Kapurthala",https://rcf.indianrailways.gov.in
Northeast Frontier Railway,https://nfr.indianrailways.gov.in
North Eastern Railway,https://ner.indianrailways.gov.in
Eastern Railway,https://er.indianrailways.gov.in
"Rail Wheel Factory, Yelahanka, Bangalore",https://rwf.indianrailways.gov.in
Southern Railway,https://sr.indianrailways.gov.in
"Rail Wheel Plant, Bela",https://rwp.indianrailways.gov.in
"Metro Railway, Kolkata",https://mtp.indianrailways.gov.in
North Western Railway,https://nwr.indianrailways.gov.in
East Coast Railway,https://eastcoastrail.indianrailways.gov.in
"INAM-Pro - Platform for Infrastructure and Materials Providers, Ministry of Road Transport and Highways",https://www.inampro.nic.in
National Integrated Database of Hospitality Industry,https://nidhi.tourism.gov.in
"Rail Land Development Authority, New Delhi",https://rlda.indianrailways.gov.in
"ICAR - Indian Institute of Seed Science, Mau, Uttar Pradesh",https://seedres.icar.gov.in
Tamilnadu Postal Circle,https://tamilnadupost.cept.gov.in
Mormugao Port Authority,https://mptgoa.gov.in
Paradip Port Authority,https://paradipport.gov.in
Hooghly Cochin Shipyard Limited,
Sagarmala Development Company Limited,https://sdclindia.com
Indian Port Rail & Ropeway Corporation Limited,https://iprcl.in
Indian Port Global Limited,
Maulana Azad Education Foundation,https://maef.nic.in
Income Tax Appellate Tribunal (ITAT),https://itat.gov.in
Vikaspedia - India Development Gateway (InDG),https://vikaspedia.in
Regional Rural Banks (RRB),
"Legislative Assembly, Punjab",https://punjabassembly.nic.in
"Legislative Assembly, Haryana",https://haryanaassembly.gov.in
Technology Development for Indian Languages (TDIL),https://tdil-dc.in
Gallantry Awards,https://gallantryawards.gov.in
Municipal Corporation of Greater Mumbai (MCGM),https://www.mcgm.gov.in
"Gwalior Municipal Corporation, Gwalior, Madhya Pradesh",https://gwaliormunicipalcorporation.org
"Gowribidanur Town Municipal Council, Karnataka",
"Sindhanur City Municipal Council, Karnataka",
Bhavnagar Municipal Corporation,https://bmcgujarat.com
"Arunachal Pradesh State Commission for Women, (APSCW)",https://arunachalwomencommission.org
"Legislative Assembly, Bihar",https://vidhansabha.bih.nic.in
"Legislative Assembly, Goa",https://www.goavidhansabha.gov.in
"Ghaziabad Nagar Nigam, Uttar Pradesh",https://www.ghaziabadnagarnigam.in
"Gulbarga City Corporation, Karnataka",https://kalaburagicitycorp.org
"Santipur Municipality, West Bengal",https://santipurmunicipality.org
Andhra Pradesh Maritime Board,https://ports.ap.gov.in
"e-journals, Indian National Science Academy",https://insa.nic.in
Himachal Pradesh Chief Minister's Relief Fund for COVID-19,https://cmhimachal.hp.gov.in
"State Election Commission (SEC), Uttar Pradesh",https://sec.up.nic.in
Sikkim Chief Minister’s Disaster Relief Fund,https://cmdrf.sikkim.gov.in
"Nagaland Public Service Commission, Kohima",https://npsc.nagaland.gov.in
"Chief Minister's Office, Rajasthan",https://rajasthan.gov.in
"Governor, Arunachal Pradesh",https://arunachalgovernor.gov.in
"Administrative Reforms Commission, Kerala",https://arc.kerala.gov.in
Chief Minister of Bihar,https://cm.bihar.gov.in
"Rajasthan Frontier, Border Security Force (BSF)",https://www.bsf.gov.in/@frontierrajasthan_hi
Bhopal Division,https://bhopaldivisionmp.nic.in
"Election Department, Andaman & Nicobar",https://www.ceoandaman.nic.in
Uttarkhand public Service Commission,https://psc.uk.gov.in
"Commercial Tax Department, Uttar Pradesh",https://comtax.up.nic.in
"National Research Centre for Grapes (NRCG), Pune, Maharashtra",https://nrcgrapes.icar.gov.in
"Legislative Council, Jammu and Kashmir",https://jkla.neva.gov.in
"Police Department, Himachal Pradesh",
eSuvidha - Projects Management System &#40;ePMS&#41;,https://epms.icmr.org.in
"Chief Electoral Officer (CEO), Karnataka",https://ceo.karnataka.gov.in
"Chief Electoral Officer (CEO), Nagaland",https://ceo.nagaland.gov.in
Election Results Portal,https://results.eci.gov.in
"Shree Somnath Sanskrit University, Junagadh",https://sssu.ac.in
"Citizen Services Portal, Election Commission of India",https://eci-citizenservices.eci.nic.in
"Energy Department, Bihar",https://state.bihar.gov.in/energy
"Finance Department, Bihar",https://state.bihar.gov.in/finance
"Labour Resources (Employment and Training) Department, Bihar",https://state.bihar.gov.in/labour
"BC and EBC Welfare Department, Bihar",https://state.bihar.gov.in/bcebcwelfare
"Health & Family Welfare Department, Bihar",https://state.bihar.gov.in/health
"General Administration Department, Bihar",https://state.bihar.gov.in/gad
"Building Construction Department, Bihar",https://state.bihar.gov.in/bcd
"Home Department, Bihar",https://state.bihar.gov.in/home
"Principal Accountant General (Commercial and Receipt Audit), Gujarat",https://cag.gov.in/ag2/gujarat
"Mahatma Gandhi Government College, Mayabunder",https://mggcm.and.nic.in
"Chief Electoral Officer (CEO), Uttar Pradesh",https://ceouttarpradesh.nic.in
"Accountant General, Madhya Pradesh",https://cag.gov.in/ag1/madhya-pradesh
"Accountant General, Uttarakhand",https://cag.gov.in/ae/uttarakhand
Comptroller and Auditor General (CAG) of India,https://cag.gov.in
"Krishi Vigyan Kendra, Anjaw",https://kvkanjaw.nic.in
Jansunwai Portal - Integrated Public Grievance Redressal System of Uttar Pradesh,https://jansunwai.up.nic.in
Real Time Governance Society,https://rtgs.ap.gov.in
"Cyclone Warning Centre, Visakhapatnam, Andhra Pradesh",https://mausam.imd.gov.in/visakhapatnam
"Acharya N. G. Ranga Agricultural University, Andhra Pradesh",https://angrau.ac.in
"Drugs Control Administration, Government of Andhra Pradesh",https://apdca.ap.gov.in
"Dr. Y.S.R Horticultural University, Andhra Pradesh",https://drysrhu.ap.gov.in
Andhra Pradesh Space Applications Centre (APSAC),https://apsac.ap.gov.in
"Yogi Vemana University, Andhra Pradesh",https://yvu.edu.in
Andhra Pradesh State Institute of Telugu (Telugu Academy),https://teluguakademi.telangana.gov.in
Andhra Pradesh State AIDS Control Society,https://apsacs.ap.gov.in
Digital Panchayat Citizen Services,https://appanchayats.ap.gov.in
Andhra Pradesh Mineral Development Corporation Limited,https://apmdc.ap.gov.in
"Economics & Statistics Department, Arunachal Pradesh",https://ecostatistics.arunachal.gov.in
Andhra Pradesh State Seeds Development Corporation Limited,https://apseeds.ap.gov.in
Andhra Pradesh State Disaster Management Authority (APSDMA),https://apsdma.ap.gov.in
"Treasury and Accounts Administration Department, Arunachal Pradesh",https://arunaccounts.nic.in
"Civil Aviation Department, Arunachal Pradesh",https://civilaviation.arunachal.gov.in
"State Coordinator of National Register of Citizens (NRC), Govt. of Assam",https://nrcassam.nic.in
"Directorate of Secondary Education, Assam",https://madhyamik.assam.gov.in
eTendering/Procurement system of Bihar Government,https://eproc2.bihar.gov.in
"Bihar State Electronics Development Corporation Limited, Beltron, Patna",https://bsedc.bihar.gov.in
Assam State Public Distribution System &#40;PDS&#41;,https://pds.assam.gov.in
"Web Portal for Senior Citizens, Government of Bihar",https://www.sspmis.bihar.gov.in
"Flood Management Improvement Support Centre (FMISC), Bihar",https://fmiscwrdbihar.gov.in
Bihar Rural Development Society (BRDS),https://brds.bihar.gov.in
Bihar State Police - A Voyage of Excellence,https://police.bihar.gov.in
Bihar Tourism,https://tourism.bihar.gov.in
Patna University,https://pup.ac.in
"Bharatpura Library, Gopal Narayan Public Library, Bharatpura, Bihar",https://www.bharatpuralibrary.org
Bihar School Examination Board (BSEB),https://biharboardonline.bihar.gov.in
"Parliamentary Affairs Department, Bihar",https://state.bihar.gov.in/pad
